model,group,A,B,E,F,N
Relative,no pain,95.5,50.0,43.5,10.5,46
Relative,no pain,80.5,27.5,62.0,32.0,43
Relative,no pain,83.5,41.5,52.0,22.5,46
Relative,no pain,72.0,37.0,76.0,15.0,45
Relative,no pain,74.0,36.5,51.0,40.5,42
Relative,no pain,69.0,39.5,64.0,24.5,51
Relative,no pain,88.0,34.5,71.5,4.5,48
Relative,no pain,72.0,20.0,69.0,38.5,47
Relative,no pain,59.5,51.5,53.5,35.5,46
Relative,no pain,75.0,60.5,42.0,19.5,52
Relative,no pain,77.5,64.5,45.0,9.0,54
Relative,no pain,71.5,21.5,85.5,25.0,40
Relative,no pain,59.0,51.0,50.5,35.0,54
Relative,no pain,97.0,58.5,26.5,14.5,53
Relative,no pain,64.0,48.5,55.0,35.0,41
Relative,no pain,52.0,49.0,57.0,40.5,50
Relative,no pain,96.5,60.0,40.0,3.5,45
Relative,no pain,74.0,25.0,71.0,31.0,44
Relative,no pain,75.0,34.5,55.5,38.0,41
Relative,no pain,81.5,25.0,78.5,10.5,54
Relative,no pain,67.5,37.5,64.0,27.0,53
Relative,no pain,68.0,42.0,56.0,21.5,67
Relative,no pain,84.0,24.5,60.0,28.0,53
Relative,no pain,82.0,24.5,59.0,36.0,43
Relative,no pain,65.0,38.0,70.5,24.5,51
Relative,no pain,53.0,46.0,54.0,43.0,53
Relative,no pain,63.0,61.5,54.5,13.5,60
Relative,no pain,94.0,55.0,32.0,16.5,52
Relative,no pain,76.5,61.0,46.5,12.0,53
Relative,no pain,96.5,48.5,25.0,28.5,48
Relative,no pain,61.0,36.0,63.0,37.0,52
Relative,no pain,66.0,20.0,75.0,39.5,45
Relative,no pain,69.5,58.0,48.0,25.5,44
Relative,no pain,82.5,31.5,57.0,28.5,46
Relative,no pain,88.0,34.0,71.5,4.5,50
Relative,no pain,95.0,46.5,38.5,11.0,61
Relative,no pain,84.0,56.0,39.5,22.0,43
Relative,no pain,73.5,27.5,70.0,36.0,35
Hybrid2012+bias,no pain,90.5,70.0,29.0,15.0,39
Hybrid2012+bias,no pain,90.5,66.0,23.0,17.5,53
Hybrid2012+bias,no pain,80.0,77.5,43.0,2.0,42
Hybrid2012+bias,no pain,91.5,54.0,35.5,20.0,43
Hybrid2012+bias,no pain,97.5,70.0,26.5,5.5,47
Hybrid2012+bias,no pain,96.5,59.0,39.5,12.0,34
Hybrid2012+bias,no pain,88.5,67.0,25.0,24.5,37
Hybrid2012+bias,no pain,65.0,62.5,45.0,22.0,55
Hybrid2012+bias,no pain,79.0,61.5,41.5,28.0,29
Hybrid2012+bias,no pain,92.5,52.5,38.5,26.5,29
Hybrid2012+bias,no pain,89.5,53.0,33.5,24.5,45
Hybrid2012+bias,no pain,58.5,58.5,43.0,34.0,57
Hybrid2012+bias,no pain,80.0,62.5,42.5,14.5,47
Hybrid2012+bias,no pain,98.0,61.5,34.0,4.0,51
Hybrid2012+bias,no pain,64.0,57.0,36.0,36.0,59
Hybrid2012+bias,no pain,86.5,49.0,40.0,20.0,54
Hybrid2012+bias,no pain,61.0,50.5,53.5,35.0,45
Hybrid2012+bias,no pain,72.5,76.0,37.0,18.0,41
Hybrid2012+bias,no pain,96.0,63.0,35.5,4.0,48
Hybrid2012+bias,no pain,87.0,53.5,37.5,23.5,44
Hybrid2012+bias,no pain,96.5,72.0,24.0,8.0,45
Hybrid2012+bias,no pain,94.0,69.5,24.5,9.0,52
Hybrid2012+bias,no pain,95.0,37.0,58.5,19.0,30
Hybrid2012+bias,no pain,82.5,53.5,51.0,13.0,46
Hybrid2012+bias,no pain,80.0,70.0,39.5,15.0,39
Hybrid2012+bias,no pain,90.5,43.0,39.0,40.5,22
Hybrid2012+bias,no pain,62.0,87.0,32.0,30.0,26
Hybrid2012+bias,no pain,97.0,50.0,37.5,13.0,50
Hybrid2012+bias,no pain,47.0,42.0,57.5,50.5,51
Hybrid2012+bias,no pain,60.0,54.0,43.0,37.0,57
Hybrid2012+bias,no pain,70.5,29.0,59.0,50.0,32
Hybrid2012+bias,no pain,97.5,66.5,26.0,6.5,51
Hybrid2012+bias,no pain,90.5,67.5,32.5,6.5,52
Hybrid2012+bias,no pain,68.5,61.0,32.5,35.0,52
Hybrid2012+bias,no pain,96.0,68.5,30.0,5.5,46
Hybrid2012+bias,no pain,84.0,64.5,51.5,21.0,10
Hybrid2012+bias,no pain,89.5,61.5,40.0,11.5,42
Hybrid2012+bias,no pain,73.0,14.5,61.5,60.0,30
Hybrid2012+bias,no pain,50.0,57.0,54.0,36.5,51
Hybrid2012+bias,no pain,85.5,43.5,47.5,24.5,44
Hybrid2012+bias,no pain,97.0,49.5,36.5,15.0,50
Hybrid2012+bias,no pain,97.5,56.0,36.5,17.0,34
Hybrid2012+bias,no pain,90.0,75.0,32.5,2.5,45
Hybrid2012+bias,no pain,75.0,78.5,19.0,28.5,43
Hybrid2012+bias,no pain,74.5,67.0,50.5,7.5,46
Hybrid2012+bias,no pain,67.0,77.5,38.0,19.0,42
Hybrid2012+bias,no pain,59.0,89.5,20.5,34.5,40
Hybrid2012+bias,no pain,79.5,50.5,45.5,20.0,55
Hybrid2012+bias,no pain,95.0,63.5,20.5,21.5,46
Hybrid2012+bias,no pain,96.5,54.0,34.0,15.0,46
Hybrid2012+bias,no pain,96.5,51.5,40.5,9.5,50
Hybrid2012+bias,no pain,85.5,83.0,19.5,9.5,52
Hybrid2012+bias,no pain,89.0,62.0,31.5,22.5,39
Hybrid2012+bias,no pain,89.5,57.0,39.5,9.5,54
Hybrid2012+bias,no pain,85.5,55.5,41.5,26.0,33
Hybrid2012+bias,no pain,46.0,74.5,36.5,40.0,52
Hybrid2012+bias,no pain,85.5,68.5,40.0,10.0,38
Hybrid2012+bias,no pain,96.5,64.0,23.5,15.0,47
Hybrid2012+bias,no pain,99.0,64.0,39.5,13.5,18
Hybrid2012+bias,no pain,92.0,48.0,47.0,11.5,51
Hybrid2012+bias,no pain,52.5,61.5,43.5,34.0,61
Hybrid2012+bias,no pain,58.5,46.5,39.0,50.5,56
Hybrid2012+bias,no pain,65.0,55.0,55.0,28.0,41
Hybrid2012+bias,no pain,94.5,63.5,37.5,5.5,45
Hybrid2012+bias,no pain,97.5,66.5,31.0,6.5,43
Hybrid2012+bias,no pain,92.0,68.0,36.0,3.5,46
Hybrid2012+bias,no pain,88.0,77.0,34.5,1.0,45
Hybrid2012+bias,no pain,98.0,62.5,29.5,15.0,37
Hybrid2012+bias,no pain,85.0,70.0,40.5,14.0,30
Hybrid2012+bias,no pain,91.5,65.0,32.5,13.5,42
Hybrid2012+bias,no pain,79.0,61.0,34.5,25.5,46
Hybrid2012+bias,no pain,96.0,55.0,40.5,10.5,43
Hybrid2012+bias,no pain,96.0,67.5,27.0,7.0,51
Hybrid2012+bias,no pain,81.5,43.0,50.0,24.5,47
Hybrid2012+bias,no pain,47.0,54.0,44.5,54.0,48
Hybrid2012+bias,no pain,70.0,56.5,40.5,38.0,38
Hybrid2012+bias,no pain,89.0,76.0,30.0,9.0,38
Hybrid2012+bias,no pain,89.5,64.0,35.0,14.0,42
Hybrid2012+bias,no pain,77.5,51.5,50.0,30.0,31
Hybrid2012+bias,no pain,80.5,55.0,52.5,7.5,55
Hybrid2012+bias,no pain,91.5,75.0,23.5,12.0,41
Hybrid2012+bias,no pain,72.5,66.5,26.5,34.5,45
Hybrid2012+bias,no pain,88.0,54.0,68.5,0.5,28
Hybrid2012+bias,no pain,93.5,62.5,31.5,15.5,40
Hybrid2012+bias,no pain,96.5,67.0,31.0,9.0,39
Hybrid2012+bias,no pain,73.5,51.0,42.5,30.0,53
Hybrid2012+bias,no pain,89.5,71.5,38.5,0.5,47
Hybrid2012+bias,no pain,80.0,73.5,31.5,6.0,62
Hybrid2012+bias,no pain,85.5,56.0,39.0,32.5,23
Hybrid2012+bias,no pain,95.0,59.0,22.5,19.0,55
Hybrid2012+bias,no pain,98.0,52.5,31.0,25.0,35
Hybrid2012+bias,no pain,98.0,62.0,27.0,15.5,41
Hybrid2012+bias,no pain,86.0,51.5,40.0,25.0,41
Hybrid2012+bias,no pain,54.0,67.5,52.5,25.5,46
Hybrid2012+bias,no pain,73.0,55.0,35.0,37.0,46
Hybrid2012+bias,no pain,68.0,54.5,41.0,40.5,38
Hybrid2012+bias,no pain,82.5,69.5,34.0,15.0,43
Hybrid2012+bias,no pain,85.5,42.0,33.5,42.0,40
Hybrid2012+bias,no pain,57.5,59.5,43.5,35.5,54
Hybrid2012+bias,no pain,84.5,64.5,40.0,6.5,54
Hybrid2012+bias,no pain,81.5,65.5,32.0,15.0,56
Hybrid2012+bias,no pain,97.5,53.5,37.0,8.5,52
Hybrid2012+bias,no pain,82.0,58.5,34.0,30.5,37
Hybrid2012+bias,no pain,82.5,81.0,31.0,0.5,55
Hybrid2012+bias,no pain,50.0,65.0,41.0,38.5,55
Hybrid2012+bias,no pain,54.0,40.0,54.0,52.5,45
Hybrid2012+bias,no pain,97.5,62.5,28.5,14.5,40
Hybrid2012+bias,no pain,88.5,48.0,46.0,22.5,38
Hybrid2012+bias,no pain,86.5,62.5,48.0,6.0,41
Hybrid2012+bias,no pain,96.0,35.0,70.0,20.0,10
Hybrid2012+bias,no pain,93.5,65.0,34.0,2.0,56
Hybrid2012+bias,no pain,73.0,74.5,35.0,24.5,33
Hybrid2012+bias,no pain,91.0,54.0,29.0,32.5,35
Hybrid2012+bias,no pain,68.5,31.5,66.0,39.0,36
Hybrid2012+bias,no pain,87.0,69.5,26.5,12.5,54
Hybrid2012+bias,no pain,44.0,45.5,54.5,52.5,52
Hybrid2012+bias,no pain,86.5,49.0,53.0,16.5,37
Hybrid2012+bias,no pain,85.0,40.0,66.0,17.5,32
Hybrid2012+bias,no pain,92.0,62.5,24.5,25.0,38
Hybrid2012+bias,no pain,97.0,46.5,45.0,15.5,38
Hybrid2012+bias,no pain,64.0,62.5,52.0,15.0,58
Hybrid2012+bias,no pain,91.0,52.0,21.5,41.0,37
Hybrid2012+bias,no pain,83.5,54.0,37.5,34.0,30
Hybrid2012+bias,no pain,95.5,63.0,29.5,13.5,43
Hybrid2012+bias,no pain,91.0,70.0,35.5,1.5,50
Hybrid2012+bias,no pain,94.0,59.0,30.5,15.5,47
Hybrid2012+bias,no pain,92.0,57.0,32.0,23.0,39
Hybrid2012+bias,no pain,89.0,69.0,31.5,20.0,30
Hybrid2021+bias+decay,no pain,56.5,49.5,52.5,43.0,43
Hybrid2021+bias+decay,no pain,50.5,48.0,48.5,50.0,52
Hybrid2021+bias+decay,no pain,50.0,41.0,55.5,52.0,48
Hybrid2021+bias+decay,no pain,52.0,39.0,47.0,60.5,48
Hybrid2021+bias+decay,no pain,52.5,45.5,57.5,43.5,47
Hybrid2021+bias+decay,no pain,57.0,46.0,50.5,47.5,44
Hybrid2021+bias+decay,no pain,59.0,51.0,50.5,40.5,44
Hybrid2021+bias+decay,no pain,47.0,57.0,50.0,43.0,53
Hybrid2021+bias+decay,no pain,56.0,53.5,41.5,45.0,54
Hybrid2021+bias+decay,no pain,53.5,52.0,43.0,49.0,51
Hybrid2021+bias+decay,no pain,49.5,50.5,52.5,50.5,41
Hybrid2021+bias+decay,no pain,92.5,72.5,18.5,14.5,51
Hybrid2021+bias+decay,no pain,53.5,48.0,48.5,49.0,48
Hybrid2021+bias+decay,no pain,51.5,50.5,49.0,43.0,56
Hybrid2021+bias+decay,no pain,51.0,51.0,49.0,47.0,50
Hybrid2021+bias+decay,no pain,50.5,51.0,48.0,45.0,55
Hybrid2021+bias+decay,no pain,42.0,53.5,49.5,51.0,52
Hybrid2021+bias+decay,no pain,50.5,47.0,55.0,44.0,52
Hybrid2021+bias+decay,no pain,50.0,47.5,50.5,49.5,50
Hybrid2021+bias+decay,no pain,48.5,55.5,49.0,43.5,53
Hybrid2021+bias+decay,no pain,99.0,70.0,27.5,2.5,48
Hybrid2021+bias+decay,no pain,44.5,54.5,47.5,52.5,48
Hybrid2021+bias+decay,no pain,52.5,53.0,48.0,43.5,52
Hybrid2021+bias+decay,no pain,96.0,58.0,37.0,8.5,47
Hybrid2021+bias+decay,no pain,56.5,51.0,48.5,44.0,46
Hybrid2021+bias+decay,no pain,53.5,51.0,44.5,46.5,55
Hybrid2021+bias+decay,no pain,58.5,48.0,38.5,50.0,55
Hybrid2021+bias+decay,no pain,48.5,44.0,48.5,56.0,52
Hybrid2021+bias+decay,no pain,49.0,46.5,53.0,48.0,52
Hybrid2021+bias+decay,no pain,57.5,54.5,52.0,36.5,46
Hybrid2021+bias+decay,no pain,86.5,39.5,54.0,27.5,33
Hybrid2021+bias+decay,no pain,51.0,53.0,48.0,47.5,47
Hybrid2021+bias+decay,no pain,50.5,54.0,47.0,48.0,46
Hybrid2021+bias+decay,no pain,46.0,56.5,49.0,46.5,50
Hybrid2021+bias+decay,no pain,50.0,50.0,51.0,49.5,44
Hybrid2021+bias+decay,no pain,52.0,52.5,49.0,43.5,52
Hybrid2021+bias+decay,no pain,50.5,52.0,50.0,46.5,48
Hybrid2021+bias+decay,no pain,53.5,46.5,49.0,51.0,46
Hybrid2021+bias+decay,no pain,57.5,50.5,44.0,44.0,53
Hybrid2021+bias+decay,no pain,52.0,39.0,54.0,49.0,56
Hybrid2021+bias+decay,no pain,97.5,72.5,24.5,5.5,46
Hybrid2021+bias+decay,no pain,54.5,46.5,38.5,56.0,54
Hybrid2021+bias+decay,no pain,47.0,49.5,49.5,49.0,55
Hybrid2021+bias+decay,no pain,50.5,45.5,53.0,48.0,52
Hybrid2021+bias+decay,no pain,53.0,48.0,50.0,48.5,48
Hybrid2021+bias+decay,no pain,53.5,53.5,51.5,45.5,39
Hybrid2021+bias+decay,no pain,100.0,64.0,32.0,8.0,39
Hybrid2021+bias+decay,no pain,46.5,53.0,55.0,40.5,55
Hybrid2021+bias+decay,no pain,58.0,51.5,49.0,38.5,52
Hybrid2021+bias+decay,no pain,53.5,43.5,50.0,48.0,55
Hybrid2021+bias+decay,no pain,57.5,47.5,50.5,43.5,48
Hybrid2021+bias+decay,no pain,56.5,50.0,48.0,45.5,45
Hybrid2021+bias+decay,no pain,56.5,45.0,50.0,41.5,58
Hybrid2021+bias+decay,no pain,49.0,55.0,48.5,50.5,41
Hybrid2021+bias+decay,no pain,49.0,46.0,54.5,48.0,52
Hybrid2021+bias+decay,no pain,46.5,57.0,48.0,49.5,43
Hybrid2021+bias+decay,no pain,50.0,48.5,55.0,44.5,48
Hybrid2021+bias+decay,no pain,53.5,56.0,46.0,44.0,46
Hybrid2021+bias+decay,no pain,49.5,49.5,53.0,46.0,50
Hybrid2021+bias+decay,no pain,50.0,53.5,43.5,48.0,55
Hybrid2021+bias+decay,no pain,51.0,45.0,51.0,54.5,45
Hybrid2021+bias+decay,no pain,50.0,54.0,53.0,44.5,44
Hybrid2021+bias+decay,no pain,53.0,46.5,54.5,44.0,48
Hybrid2021+bias+decay,no pain,50.0,48.0,53.5,46.0,51
Hybrid2021+bias+decay,no pain,52.5,54.0,44.5,43.0,58
Hybrid2021+bias+decay,no pain,55.5,48.0,51.0,47.0,44
Hybrid2021+bias+decay,no pain,54.0,55.5,46.0,37.5,59
Hybrid2021+bias+decay,no pain,55.5,43.0,54.0,47.5,47
Hybrid2021+bias+decay,no pain,56.0,54.5,45.5,46.5,41
Hybrid2021+bias+decay,no pain,48.0,48.5,52.5,52.0,45
Hybrid2021+bias+decay,no pain,52.0,51.0,52.5,46.0,43
Hybrid2021+bias+decay,no pain,52.0,52.0,38.0,51.0,59
Hybrid2021+bias+decay,no pain,52.5,43.0,51.5,51.5,48
Hybrid2021+bias+decay,no pain,68.0,26.0,55.5,53.5,41
Hybrid2021+bias+decay,no pain,52.0,49.0,44.5,53.5,48
Hybrid2021+bias+decay,no pain,49.5,40.5,50.0,54.0,57
Hybrid2021+bias+decay,no pain,58.0,51.5,44.0,53.0,35
Hybrid2021+bias+decay,no pain,84.0,37.5,72.0,25.5,12
Hybrid2021+bias+decay,no pain,55.0,52.5,39.0,49.5,53
Hybrid2021+bias+decay,no pain,52.0,45.0,56.5,46.0,47
Hybrid2021+bias+decay,no pain,53.0,45.5,57.5,41.0,53
Hybrid2021+bias+decay,no pain,55.5,49.0,48.0,47.5,46
Hybrid2021+bias+decay,no pain,49.5,55.5,47.0,43.5,54
Hybrid2021+bias+decay,no pain,56.0,52.5,47.5,44.5,45
Hybrid2021+bias+decay,no pain,49.5,54.0,54.0,40.5,51
Hybrid2021+bias+decay,no pain,51.0,52.0,48.0,48.5,46
Hybrid2021+bias+decay,no pain,50.0,44.0,50.5,49.5,57
Hybrid2021+bias+decay,no pain,48.0,58.0,50.5,41.0,51
Hybrid2021+bias+decay,no pain,56.5,44.5,49.5,49.0,47
Hybrid2021+bias+decay,no pain,56.5,46.5,49.0,44.5,53
Hybrid2021+bias+decay,no pain,46.5,49.5,50.5,52.5,48
Hybrid2021+bias+decay,no pain,58.0,43.5,53.5,42.0,51
Hybrid2021+bias+decay,no pain,57.5,51.5,41.5,46.0,52
Hybrid2021+bias+decay,no pain,47.5,49.0,50.0,50.5,51
Hybrid2021+bias+decay,no pain,51.5,53.5,43.0,48.0,54
Hybrid2021+bias+decay,no pain,57.0,47.0,52.5,38.0,57
Hybrid2021+bias+decay,no pain,51.5,54.0,50.5,42.5,50
Hybrid2021+bias+decay,no pain,99.0,42.0,36.5,28.5,37
Hybrid2021+bias+decay,no pain,51.5,44.0,49.0,50.0,55
Hybrid2021+bias+decay,no pain,53.0,57.5,46.0,43.0,46
Hybrid2021+bias+decay,no pain,98.0,69.0,28.0,2.0,51
Hybrid2021+bias+decay,no pain,50.5,47.0,49.0,50.0,52
Hybrid2021+bias+decay,no pain,47.5,47.5,48.0,49.5,59
Hybrid2021+bias+decay,no pain,50.0,49.5,45.0,51.0,53
Hybrid2021+bias+decay,no pain,46.5,54.5,53.0,46.0,45
Hybrid2021+bias+decay,no pain,47.0,50.0,48.5,49.5,55
Hybrid2021+bias+decay,no pain,47.5,50.5,60.0,40.0,50
Hybrid2021+bias+decay,no pain,51.0,46.5,46.0,61.5,37
Hybrid2021+bias+decay,no pain,94.5,53.0,48.0,6.5,42
Hybrid2021+bias+decay,no pain,53.5,51.0,41.5,50.5,52
Hybrid2021+bias+decay,no pain,52.0,48.5,54.5,42.0,53
Hybrid2021+bias+decay,no pain,54.5,47.0,47.5,49.0,50
Hybrid2021+bias+decay,no pain,50.0,48.0,52.5,50.0,45
Hybrid2021+bias+decay,no pain,57.5,53.5,42.5,45.0,48
Hybrid2021+bias+decay,no pain,52.5,49.0,53.0,39.0,57
Hybrid2021+bias+decay,no pain,50.5,46.5,49.0,47.5,57
Hybrid2021+bias+decay,no pain,63.0,44.5,48.5,44.5,45
Hybrid2021+bias+decay,no pain,54.5,48.0,47.0,50.5,44
Hybrid2021+bias+decay,no pain,56.0,45.0,52.0,51.5,39
Hybrid2021+bias+decay,no pain,52.5,46.0,52.5,51.0,43
Hybrid2021+bias+decay,no pain,45.0,50.5,53.0,43.5,59
Hybrid2021+bias+decay,no pain,47.5,49.0,53.0,52.5,43
Hybrid2021+bias+decay,no pain,47.0,50.0,52.0,51.5,45
Hybrid2021+bias+decay,no pain,56.0,53.0,54.5,35.5,47
Hybrid2021+bias+decay,no pain,54.5,55.5,51.0,38.0,47
Hybrid2021+bias+decay,no pain,52.0,53.0,48.5,45.5,48
Hybrid2021+bias+decay,no pain,51.0,51.0,49.0,50.0,45
Hybrid2021+bias+decay,no pain,53.0,49.0,42.0,55.5,47
